energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,catenary,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_east,battery,152000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,diesel,155000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,hydrogen,170000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,biodiesel,171000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,catenary,163000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,north_west,battery,179000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,diesel,191000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,hydrogen,165000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,biodiesel,211000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,catenary,211000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_east,battery,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,diesel,163000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,hydrogen,193000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,biodiesel,170000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,catenary,188000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,south_west,battery,177000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,diesel,145000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,hydrogen,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,biodiesel,158000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,catenary,172000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2040,texas,battery,161000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,diesel,193000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,hydrogen,159000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,biodiesel,202000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,catenary,152000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,california,battery,213000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,diesel,171000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,hydrogen,204000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,biodiesel,191000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,catenary,151000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,central,battery,165000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,diesel,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,hydrogen,212000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,biodiesel,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,catenary,178000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,middle_atlantic,battery,177000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,diesel,184000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,hydrogen,156000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,biodiesel,191000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,catenary,160000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_central,battery,167000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,diesel,206000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,hydrogen,195000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,biodiesel,161000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,catenary,167000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_east,battery,202000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,diesel,213000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,hydrogen,190000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,biodiesel,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,catenary,195000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,north_west,battery,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,diesel,177000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,hydrogen,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,biodiesel,175000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,catenary,203000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_east,battery,146000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,diesel,203000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,hydrogen,174000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,biodiesel,210000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,catenary,194000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,south_west,battery,201000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,diesel,195000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,hydrogen,187000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,biodiesel,173000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,catenary,187000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2045,texas,battery,144000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,diesel,159000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,hydrogen,212000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,biodiesel,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,catenary,208000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,california,battery,172000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,diesel,179000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,hydrogen,170000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,biodiesel,213000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,catenary,212000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,central,battery,158000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,diesel,171000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,hydrogen,184000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,biodiesel,173000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,catenary,212000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,middle_atlantic,battery,176000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,diesel,149000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,hydrogen,197000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,biodiesel,179000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,catenary,172000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_central,battery,183000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,diesel,191000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,hydrogen,195000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,biodiesel,150000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,catenary,206000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_east,battery,187000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,diesel,173000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,hydrogen,193000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,biodiesel,159000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,catenary,199000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,north_west,battery,164000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,diesel,174000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,hydrogen,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,biodiesel,148000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,catenary,169000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_east,battery,194000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,diesel,208000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,hydrogen,178000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,biodiesel,192000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,catenary,162000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,south_west,battery,171000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,diesel,191000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,hydrogen,166000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,biodiesel,182000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,catenary,205000000000.0
100% CO2 reduction by 2050,Maritime Activity Reduction,2050,texas,battery,179000000000.0
100% CO2 reduction by 2050,Population Shift,2025,california,diesel,69126955268.0
100% CO2 reduction by 2050,Population Shift,2025,california,hydrogen,69126955268.0
100% CO2 reduction by 2050,Population Shift,2025,california,biodiesel,69126955268.0
100% CO2 reduction by 2050,Population Shift,2025,california,catenary,69126955268.0
100% CO2 reduction by 2050,Population Shift,2025,california,battery,69126955268.0
100% CO2 reduction by 2050,Population Shift,2025,central,diesel,287000000000.0
100% CO2 reduction by 2050,Population Shift,2025,central,hydrogen,287000000000.0
100% CO2 reduction by 2050,Population Shift,2025,central,biodiesel,287000000000.0
100% CO2 reduction by 2050,Population Shift,2025,central,catenary,287000000000.0
100% CO2 reduction by 2050,Population Shift,2025,central,battery,287000000000.0
100% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,diesel,146000000000.0
100% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,hydrogen,146000000000.0
100% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,biodiesel,146000000000.0
100% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,catenary,146000000000.0
100% CO2 reduction by 2050,Population Shift,2025,middle_atlantic,battery,146000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_central,diesel,364000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_central,hydrogen,364000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_central,biodiesel,364000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_central,catenary,364000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_central,battery,364000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_east,diesel,19560257973.0
100% CO2 reduction by 2050,Population Shift,2025,north_east,hydrogen,19560257973.0
100% CO2 reduction by 2050,Population Shift,2025,north_east,biodiesel,19560257973.0
100% CO2 reduction by 2050,Population Shift,2025,north_east,catenary,19560257973.0
100% CO2 reduction by 2050,Population Shift,2025,north_east,battery,19560257973.0
100% CO2 reduction by 2050,Population Shift,2025,north_west,diesel,160000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_west,hydrogen,160000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_west,biodiesel,160000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_west,catenary,160000000000.0
100% CO2 reduction by 2050,Population Shift,2025,north_west,battery,160000000000.0
100% CO2 reduction by 2050,Population Shift,2025,south_east,diesel,129000000000.0
100% CO2 reduction by 2050,Population Shift,2025,south_east,hydrogen,129000000000.0
100% CO2 reduction by 2050,Population Shift,2025,south_east,biodiesel,129000000000.0
100% CO2 reduction by 2050,Population Shift,2025,south_east,catenary,129000000000.0
100% CO2 reduction by 2050,Population Shift,2025,south_east,battery,129000000000.0
100% CO2 reduction by 2050,Population Shift,2025,south_west,diesel,98527896087.0
100% CO2 reduction by 2050,Population Shift,2025,south_west,hydrogen,98527896087.0
100% CO2 reduction by 2050,Population Shift,2025,south_west,biodiesel,98527896087.0
100% CO2 reduction by 2050,Population Shift,2025,south_west,catenary,98527896087.0
100% CO2 reduction by 2050,Population Shift,2025,south_west,battery,98527896087.0
100% CO2 reduction by 2050,Population Shift,2025,texas,diesel,195000000000.0
100% CO2 reduction by 2050,Population Shift,2025,texas,hydrogen,195000000000.0
100% CO2 reduction by 2050,Population Shift,2025,texas,biodiesel,195000000000.0
100% CO2 reduction by 2050,Population Shift,2025,texas,catenary,195000000000.0
100% CO2 reduction by 2050,Population Shift,2025,texas,battery,195000000000.0
100% CO2 reduction by 2050,Population Shift,2030,california,diesel,163000000000.0
100% CO2 reduction by 2050,Population Shift,2030,california,hydrogen,163000000000.0
100% CO2 reduction by 2050,Population Shift,2030,california,biodiesel,185000000000.0
100% CO2 reduction by 2050,Population Shift,2030,california,catenary,154000000000.0
100% CO2 reduction by 2050,Population Shift,2030,california,battery,172000000000.0
100% CO2 reduction by 2050,Population Shift,2030,central,diesel,145000000000.0
100% CO2 reduction by 2050,Population Shift,2030,central,hydrogen,198000000000.0
100% CO2 reduction by 2050,Population Shift,2030,central,biodiesel,194000000000.0
100% CO2 reduction by 2050,Population Shift,2030,central,catenary,199000000000.0
100% CO2 reduction by 2050,Population Shift,2030,central,battery,149000000000.0
100% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,diesel,205000000000.0
100% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,hydrogen,182000000000.0
100% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,biodiesel,162000000000.0
100% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,catenary,170000000000.0
