energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,battery,2985,8955,13068,39205,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,diesel,3228,0,14132,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,hydrogen,3132,3132,13712,13712,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,biodiesel,2243,0,9820,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,battery,2317,6951,10144,30431,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,diesel,3118,0,13651,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,hydrogen,2718,2718,11899,11899,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,biodiesel,3117,0,13646,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,battery,2466,7398,10796,32388,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,diesel,3125,0,13681,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,hydrogen,2516,2516,11015,11015,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,biodiesel,3106,0,13598,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,battery,2625,7875,11492,34477,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,diesel,2368,0,10367,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,hydrogen,2273,2273,9951,9951,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,biodiesel,2730,0,11952,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,battery,2873,8619,12578,37734,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,diesel,2438,0,10674,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,hydrogen,3201,3201,14014,14014,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,biodiesel,2590,0,11339,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,battery,3115,9345,13637,40912,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,diesel,2421,0,10599,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,hydrogen,2986,2986,13073,13073,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,biodiesel,2716,0,11891,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,battery,2916,8748,12766,38299,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,diesel,2925,0,12806,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,hydrogen,2214,2214,9693,9693,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,biodiesel,3028,0,13257,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,battery,2791,8373,12219,36657,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,diesel,3134,0,13721,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,hydrogen,2982,2982,13055,13055,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,biodiesel,2767,0,12114,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,battery,2279,6837,9977,29932,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,diesel,3062,0,13405,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,hydrogen,2317,2317,10144,10144,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,biodiesel,2235,0,9785,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,battery,2830,8490,12390,37169,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,diesel,2907,0,12727,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,hydrogen,2249,2249,9846,9846,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,biodiesel,2603,0,11396,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,battery,2213,6639,9689,29066,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,diesel,3014,0,13195,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,hydrogen,3124,3124,13677,13677,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,biodiesel,2481,0,10862,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,battery,2663,7989,11659,34976,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,diesel,3031,0,13270,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,hydrogen,2615,2615,11448,11448,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,biodiesel,3273,0,14329,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,battery,2692,8076,11786,35357,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,diesel,2603,0,11396,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,hydrogen,2752,2752,12048,12048,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,biodiesel,2409,0,10547,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,battery,2243,6729,9820,29460,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,diesel,3098,0,13563,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,hydrogen,2694,2694,11794,11794,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,biodiesel,2768,0,12118,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,battery,2701,8103,11825,35475,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,diesel,2212,0,9684,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,hydrogen,2614,2614,11444,11444,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,biodiesel,3261,0,14277,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,battery,2977,8931,13033,39100,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,diesel,2264,0,9912,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,hydrogen,2991,2991,13095,13095,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,biodiesel,3035,0,13287,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,battery,3276,9828,14342,43027,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,diesel,2512,0,10998,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,hydrogen,2799,2799,12254,12254,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,biodiesel,2280,0,9982,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,central,battery,2194,6582,9605,28816,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,diesel,2957,0,12946,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,hydrogen,2430,2430,10639,10639,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,biodiesel,2376,0,10402,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,middle_atlantic,battery,2828,8484,12381,37143,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,diesel,3091,0,13532,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,hydrogen,2283,2283,9995,9995,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,biodiesel,2838,0,12425,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_central,battery,2774,8322,12145,36434,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,diesel,2468,0,10805,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,hydrogen,2842,2842,12442,12442,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,biodiesel,2218,0,9710,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_east,battery,3238,9714,14176,42528,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,diesel,2511,0,10993,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,hydrogen,2353,2353,10301,10301,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,biodiesel,2404,0,10525,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,north_west,battery,3187,9561,13953,41858,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,diesel,2925,0,12806,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,hydrogen,2729,2729,11948,11948,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,biodiesel,2781,0,12175,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_east,battery,3052,9156,13362,40085,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,diesel,2618,0,11462,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,hydrogen,2264,2264,9912,9912,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,biodiesel,2969,0,12998,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,south_west,battery,2559,7677,11203,33610,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,diesel,2895,0,12674,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,hydrogen,2287,2287,10012,10012,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,biodiesel,3045,0,13331,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2035,texas,battery,2465,7395,10792,32375,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,diesel,2554,0,11181,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,hydrogen,2717,2717,11895,11895,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,biodiesel,2312,0,10122,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,california,battery,3156,9468,13817,41451,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,diesel,2713,0,11878,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,hydrogen,2953,2953,12928,12928,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,biodiesel,3102,0,13581,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,central,battery,2199,6597,9627,28882,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,diesel,3153,0,13804,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,hydrogen,2286,2286,10008,10008,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,biodiesel,2283,0,9995,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,middle_atlantic,battery,3237,9711,14172,42515,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,diesel,2591,0,11343,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,hydrogen,2969,2969,12998,12998,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,biodiesel,2767,0,12114,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_central,battery,2222,6666,9728,29184,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,diesel,2567,0,11238,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,hydrogen,3147,3147,13778,13778,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,biodiesel,3174,0,13896,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_east,battery,2730,8190,11952,35856,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,diesel,2612,0,11435,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,hydrogen,2792,2792,12223,12223,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,biodiesel,2997,0,13121,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,north_west,battery,2795,8385,12237,36710,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,diesel,2466,0,10796,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,hydrogen,2568,2568,11243,11243,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,biodiesel,2618,0,11462,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_east,battery,2385,7155,10442,31325,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,diesel,3259,0,14268,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,hydrogen,2616,2616,11453,11453,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,biodiesel,2679,0,11729,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,catenary,0,0,0,0,0,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,south_west,battery,2478,7434,10849,32546,3500000,190000,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,diesel,2809,0,12298,0,3500000,0,93.09,23.27
100% CO2 reduction by 2050,Agricultural Reduction,2040,texas,hydrogen,2228,2228,9754,9754,3500000,190000,93.09,23.27
